-,-,-
171,103,2189
187,120,2263
133,121,2219
281,22,2270
237,92,2150
186,85,2076
207,68,2249
144,117,2105
194,174,2051
253,137,2070
427,81,2127
720,-19,2094
939,-16,1965
1230,-110,2153
1525,-223,2079
1357,-188,1948
1203,-242,2076
916,-319,2230
858,-312,1939
195,-361,1726
-1152,-348,1537
-1897,-430,2200
-1775,-456,2551
-1907,-273,2400
-1530,-201,2475
-997,-78,2326
-718,7,2035
-517,-86,2249
-503,-77,2499
-862,-83,2713
-1181,151,2802
-1042,182,3169
-1105,221,3396
-995,265,3411
-651,16,3227
-745,-123,2938
-163,-413,2545
302,-329,1546
779,-401,1367
1157,-383,982
1443,-243,670
1187,-76,545
1170,-82,1038
1180,135,864
991,383,1066
825,437,1582
780,422,1974
686,497,2117
186,656,2149
374,486,2274
662,576,2034
575,576,1897
503,488,2022
685,475,2012
531,545,1941
617,537,2018
468,587,1970
554,614,1979
584,571,2002
441,628,2016
537,615,2007
513,563,2084
436,593,1933
419,553,2031
519,603,1939
578,628,1947
486,564,2033
572,530,2032
543,613,1980
454,552,1968
440,564,1955
444,579,2021
555,539,1975
502,590,1961
448,581,2024


















-,-,-
63,30,2155
4,78,2130
-29,47,2128
-12,47,2125
38,28,2221
-30,79,2180
-88,64,2168
-27,51,2162
27,45,2188
-52,63,2188
-91,67,2141
123,67,2122
187,81,2107
323,29,2231
772,-97,2462
996,-79,2287
1116,-188,2322
1256,-229,2116
1123,-214,1997
771,-226,2030
27,-256,2069
-410,-541,2378
-1026,-322,2243
-850,-223,1815
-1305,-99,1475
-1306,-253,1966
-1291,-96,1844
-1729,-136,2043
-1496,-29,2121
-1139,-80,2172
-931,-74,2230
-802,-10,2148
-915,-23,2245
-850,11,2405
-827,36,2528
-1064,178,2648
-979,214,3071
-899,211,2928
-1121,227,3055
-783,7,3045
-407,-35,3047
-312,-136,2717
41,-200,2140
382,-225,1733
760,-244,1226
884,-269,1098
999,-89,964
1055,64,916
1040,90,1219
818,291,1111
664,542,1223
622,556,1605
490,597,1819
427,492,1973
319,623,2057
343,660,2083
236,709,2007
317,672,2037
410,617,2260
386,692,2023
471,663,1968
383,635,2065
379,600,2129
380,628,2039
345,710,2012
421,634,2020
337,603,2079
236,667,2020
404,637,1992
446,647,1989
285,649,2010
448,594,2050
416,665,2020
353,656,1991
328,629,2067


















-,-,-
40,-108,2276
171,-118,2219
319,-131,2212
656,-104,2246
767,-211,2411
902,-295,2529
1030,-237,2325
1525,-316,2205
1511,-344,2111
1004,-214,1774
420,-304,1725
-437,-663,2445
-1466,-297,1846
-1415,-119,1434
-1903,-214,2060
-1724,-27,1618
-1135,5,1627
-1037,-187,2045
-971,-158,2158
-809,-157,2147
-825,-152,2242
-765,-197,2350
-945,-118,2357
-1003,26,2336
-1121,66,2649
-1131,193,2951
-1176,329,2868
-1370,363,2999
-1243,293,3157
-825,162,3035
-733,178,2702
-578,62,2256
1,-202,2040
345,-195,1262
653,-321,1166
534,-326,1365
547,-200,1223
714,-136,1247
898,-65,1409
703,280,1399
823,289,1578
839,318,1712
417,524,1700
333,508,1936
460,476,2149
414,583,2026
278,493,2087
326,540,2232
207,642,2082
314,523,2156
238,563,2124
311,553,1996
306,575,2028
194,552,2137
257,573,2097
314,582,2070
220,615,1995
234,593,2016
350,537,2103
330,623,1981
227,605,1965
354,510,2055
242,589,2032
272,588,2019
346,567,2083
266,574,2121
258,588,2046
257,496,2156
263,572,2110
212,641,2003
290,586,2019
386,536,2126
235,615,2006
242,570,1986
323,580,2009


















-,-,-
34,9,2124
67,-55,2117
102,-5,2263
-74,-5,2182
-78,-27,2146
69,-54,2223
10,-26,2150
27,-51,2239
-97,-47,2093
-80,-92,2156
-2,-25,2093
31,-67,2203
-56,-61,2117
13,-37,2143
20,-86,2262
-10,-83,2227
-61,-44,2102
-2,-99,2195
18,-82,2185
-101,-55,2126
-92,-93,2152
57,-64,2162
-101,-72,2155
-56,-96,2161
-49,-101,2186
-62,-69,2212
-40,-86,2137
86,-92,2146
153,-106,2112
71,-101,2201
288,-51,2356
1020,-147,2727
1199,-200,2730
1298,-242,2603
1268,-402,2409
1098,-412,1947
621,-225,1523
218,-323,1722
-548,-601,2000
-1014,-570,1853
-1195,-403,1435
-1178,-525,1844
-1720,-361,1183
-1637,-401,1915
-1630,-621,2434
-1730,-392,2187
-1374,-315,2354
-1174,-323,2507
-1402,-200,2744
-1559,-295,3353
-1494,-317,3651
-1668,-242,3247
-1364,-375,3069
-844,-460,2973
-690,-442,2493
-459,-450,1959
22,-408,1755
601,-351,1123
1219,-343,1086
1436,-177,1021
1402,-43,727
1259,-42,1235
1071,320,1094
940,465,1235
705,448,1760
328,531,1971
392,492,2070
393,502,2057
198,528,2196
189,613,2122
215,644,2118
207,583,2048
165,623,2102
285,617,2043
309,575,2052


















-,-,-
-85,-115,2040
66,-173,2240
58,-190,2202
74,-155,2182
229,-169,2264
514,-208,2493
744,-283,2643
681,-278,2729
877,-302,2584
953,-386,2477
681,-330,2259
354,-296,1938
-298,-156,1470
-704,-131,1138
-1461,-172,916
-1652,-274,1423
-1988,-364,1243
-2188,-594,1840
-1804,-467,2125
-1313,-274,1963
-1259,-291,1884
-1403,-290,2160
-1596,-325,2330
-1606,-176,2461
-1781,-127,2594
-2011,100,2698
-2286,157,2853
-2141,298,2660
-2066,222,2515
-1606,149,2148
-985,14,1896
-670,110,1370
319,-140,1380
599,-375,1452
772,-522,1277
802,-409,1264
802,-487,1544
611,-275,1379
688,-70,1399
656,75,1555
433,192,1680
310,215,2025
37,276,2127
16,300,2220
12,357,2213
-61,336,2249
-174,386,2154
-95,381,2214
16,335,2250
-191,349,2178
-264,339,2151
