-,-,-
-1781,-82,983
-88,1135,-1704
842,614,1995
717,700,1946
581,683,1909
490,711,2080
525,746,1980
404,754,2056
381,762,2022
462,774,1913
511,775,1832
578,785,1835
597,786,1790
496,776,1925
613,815,1816
587,764,1959
568,802,1843
440,775,2001
402,753,2002
364,806,1951
297,774,1954
162,716,1942
-14,606,1711
-272,600,1664
94,541,1600
305,544,1427
187,586,1603
439,514,1647
542,416,1615
608,426,1788
704,411,1759
749,366,1600
694,401,1807
807,389,2046
666,432,2128
574,450,2263
150,527,2667
275,394,2667
142,348,2490
-271,406,2627
-469,353,2454
-224,252,2422
-388,315,2392
-137,144,2277
-82,118,2143
-121,103,2040
-258,73,2133
-283,78,2198
-190,15,2188
-227,-1,2216
-140,39,2093
-195,26,2226
-261,1,2209
-254,-19,2194
-243,-68,2229
-276,5,2223
-267,-20,2263
-234,-51,2195
-278,-40,2183
-216,-49,2169
-212,-54,2089
-186,-34,2097
-205,-56,2083
-218,-57,2161
-180,-43,2066
-176,-20,2202
-111,13,2016
-156,-16,2080
-244,-17,2127
-300,-40,2161
-174,-21,2096
-358,-10,2257
-254,-12,2299
-188,-40,2185
-153,-12,2019


















-,-,-
5,95,2023
-20,106,2182
-52,117,2322
17,138,2196
7,154,2061
66,100,2070
30,89,2083
17,94,2148
59,84,2130
33,128,2185
-34,140,2198
-92,164,2205
9,164,2155
8,173,2151
-6,158,2205
31,129,2214
113,134,2128
48,145,2115
-7,142,2148
33,141,2088
147,99,2148
118,98,2033
56,108,2074
35,105,2097
77,100,2093
137,117,2091
247,113,2117
470,95,2058
757,183,2134
807,194,2233
678,165,2387
516,184,2557
477,169,2753
406,172,2677
41,155,2952
-345,193,3126
-527,279,3101
-401,247,2794
-435,242,2490
-726,231,2738
-680,284,2470
-712,329,2169
-568,281,2280
-697,377,1838
-654,367,1656
-675,389,1632
-676,387,1325
-587,415,1201
-373,442,1399
8,553,1052
205,499,901
343,527,864
425,531,737
519,547,1061
804,510,985
925,456,837
979,367,1141
941,355,1607
1006,373,1742
1034,325,1937
923,328,2364
697,364,2401
315,330,2587
358,260,2613
192,191,2641
153,176,2720
241,176,2643
221,89,2640
209,32,2726
34,11,2700
-25,19,2498
-99,-37,2459
-127,-67,2385
-333,-79,2504
-187,-85,2412


















-,-,-
-610,28,1378
-510,14,1526
-280,-89,1366
-205,-169,1250
-434,-62,1551
145,23,1707
347,72,1955
283,229,2283
394,273,2450
375,247,2775
224,210,2750
62,238,2633
300,213,2492
340,147,2345
113,126,2401
304,109,2267
335,74,2232
456,99,2302
552,135,2389
431,176,2446
414,154,2503
382,182,2427
224,140,2542
207,134,2578
147,120,2545
-13,139,2470
48,154,2292
-238,124,2492
-450,186,2686
-295,203,2450
-377,243,2237
-427,249,2259
-516,328,2030
-484,366,1723
-489,409,1564
-627,372,1766
-389,409,1931
-110,461,1659
-244,521,1863
-84,535,1591
41,530,1527
19,600,1495
163,583,1369
169,513,1512
155,575,1470
268,482,1331
246,405,1385
578,453,1241
798,405,1265
637,246,1576
578,189,1844
471,346,1710
492,102,1581
455,135,2069
388,204,2158
581,162,1948
406,6,2384
232,8,2771
308,44,2661
420,6,2567
411,11,2508
241,22,2640
136,-86,2720
53,-94,2663
90,-128,2664
73,-141,2728
190,-180,2619
115,-101,2411
-7,-72,2386
-10,-86,2479
-94,-69,2261
-172,-84,2207
-409,-50,2458
-183,-12,2087
-311,70,2141


















-,-,-
103,152,2145
85,153,2156
103,158,2151
52,140,2175
88,143,2151
90,129,2114
119,131,2164
116,110,2108
49,138,2152
84,121,2089
57,155,2102
19,130,2205
63,134,2158
116,120,2124
121,122,2100
70,117,2148
-32731,108,2124
52,103,2129
119,122,2125
116,112,2088
156,121,2030
197,99,2051
351,109,2031
535,119,2060
714,137,2290
614,137,2424
414,159,2482
218,144,2616
244,178,2437
176,153,2531
11,151,2709
-55,221,2680
-321,232,2686
-296,213,2606
-326,237,2577
-585,189,2539
-433,175,2376
-700,282,2380
-886,370,2355
-839,378,1947
-764,374,1889
-834,446,1693
-728,479,1500
-726,593,1308
-416,617,1312
-312,729,1315
-152,832,1314
-125,806,1471
-29,816,1312
62,856,1273
102,863,1266
83,822,1220
173,803,1287
222,821,1219
212,758,1334
257,709,1375
237,668,1583
235,657,1712
385,623,1697
464,588,1692
623,546,1678
371,559,2046
437,447,2193
369,458,2017
317,496,2136
212,388,2345
308,322,2275
413,286,2074
129,239,2465
30,210,2379
439,95,2184
128,151,2333
-272,-3,2718
-89,23,2658


















-,-,-
-197,79,2097
-224,93,2174
-190,81,2137
-202,113,2109
-205,117,2123
-187,91,2145
-170,79,2100
-226,64,2152
-223,57,2123
-135,72,2068
-129,63,2125
-114,58,2177
33,58,2129
218,109,2288
412,120,2494
322,187,2496
44,249,2527
-149,263,2549
-135,280,2542
-178,275,2708
-289,268,2741
-327,246,2555
-498,175,2663
-420,268,2359
-554,228,2333
-650,227,2305
-661,300,2131
-652,369,2074
-728,450,1925
-622,502,1904
-674,563,1750
-637,641,1611
-600,671,1542
-489,673,1453
-420,740,1258
-227,745,1295
-113,789,1418
31,834,1341
204,830,1331
207,837,1308
293,808,1280
397,816,1260
330,812,1270
365,744,1310
416,722,1409
435,670,1264
408,614,1508
210,591,1654
319,576,1851
430,545,1859
450,503,1815
395,424,2181
316,419,2381
426,342,2178
69,250,2474
301,289,2333
401,248,2432
188,203,2654
110,195,2591
94,151,2532
57,113,2434
-81,81,2529
-104,34,2469
-108,-6,2457
-22,-31,2364
-167,-16,2492
-185,-29,2428
-325,-35,2351
-234,-50,2311
-319,-47,2178
-422,-22,2212
-330,-61,2115
-352,-57,2196
-338,-40,2144
-405,-62,2149


















-,-,-
-321,21,1905
-448,-12,1925
-429,19,1901
-391,1,1889
-398,-3,1921
-247,41,2051
-136,54,1988
-184,67,2196
-109,68,2211
-63,52,2253
-19,42,2282
-37,12,2298
37,15,2226
-11,10,2225
-54,8,2158
-71,-19,2222
-86,-4,2145
-147,32,2094
-105,-10,2117
-79,15,2171
-10,17,2266
80,15,2329
118,26,2319
133,29,2438
-16,46,2480
-82,78,2471
-92,134,2378
-214,129,2477
-309,159,2531
-343,177,2490
-316,278,2504
-339,256,2255
-394,277,2260
-401,284,2183
-470,321,2262
-399,414,2098
-388,415,1848
-460,431,1917
-504,490,1866
-523,541,1768
-397,537,1720
-413,601,1716
-330,618,1712
-188,656,1696
-144,683,1764
-44,760,1631
-197,761,1593
-56,749,1586
117,692,1586
114,733,1527
84,725,1677
119,679,1593
95,663,1591
214,613,1593
421,583,1416
489,523,1581
260,446,1955
285,414,2029
647,363,1834
783,279,1801
546,364,1948
404,276,2162
535,315,1998
520,233,2042
267,217,2087
94,183,2469
65,105,2474
-31,193,2430
39,67,2492
-63,33,2648
-191,63,2472
-339,32,2660
-391,7,2592
-363,-62,2596
-443,3,2505


















-,-,-
-287,40,2129
-242,71,2094
-262,57,2164
-269,78,2106
-229,63,2114
-267,50,2187
-272,84,2100
-262,67,2164
-237,50,2089
-284,41,2162
-263,65,2101
-307,63,2166
-257,78,2077
-248,66,2094
-228,87,2098
-258,73,2121
-248,81,2113
-231,77,2152
-263,71,2094
-256,89,2157
-215,78,2094
-271,92,2156
-251,77,2153
-230,78,2149
-208,60,2094
-249,78,2124
-228,91,2078
-266,81,2157
-227,75,2122
-230,60,2091
-244,56,2141
-284,84,2134
-219,85,2098
-179,74,2083
-280,82,2163
-255,64,2107
-235,63,2153
-203,47,2093
-193,44,2077
-159,19,2095
48,14,1965
281,59,2138
593,15,2121
379,32,2428
154,54,2488
-192,7,2598
-235,91,2688
-201,157,2705
-242,159,2805
-289,167,2708
-378,122,2644
-625,186,2674
-573,235,2409
-663,242,2337
-720,302,2312
-712,353,2142
-806,365,2010
-787,448,1998
-931,514,1961
-802,516,1908
-683,603,1573
-627,675,1576
-581,763,1421
-412,752,1282
-131,803,1286
52,796,1371
153,831,1359
39,827,1374
261,825,1333
420,779,1285
419,784,1231
627,701,1205
564,631,1217
609,614,1332
661,579,1496


















-,-,-
-233,16,2174
-227,20,2123
-223,39,2118
-220,47,2141
-199,26,2121
-246,30,2145
-240,38,2141
-224,25,2145
-205,25,2170
-206,54,2131
-202,61,2145
-174,-32725,2094
-239,49,2178
-222,50,2116
-206,31,2156
-208,8,2128
-180,29,2096
-171,11,2140
-110,18,2068
-86,15,2111
166,15,2135
430,1,2119
537,46,2248
427,8,2356
98,7,2509
-171,72,2549
-266,95,2572
-272,142,2638
-246,176,2633
-292,208,2647
-280,226,2533
-316,305,2530
-572,263,2513
-526,336,2380
-638,376,2356
-636,436,2361
-724,482,2225
-667,574,2132
-718,605,2092
-647,668,1884
-659,707,1743
-674,732,1663
-574,761,1529
-472,793,1499
-260,776,1446
-205,852,1349
22,899,1288
147,883,1251
247,897,1121
328,870,953
344,816,1052
518,820,1047
470,865,1124
560,806,1193
640,786,1182
792,695,1282
791,691,1266
830,597,1368
762,623,1639
738,622,1579
988,518,1630
778,506,1808
558,395,2179
643,291,2235
516,315,2310
451,295,2273
271,225,2359
212,97,2414
-187,118,2739
-196,113,2718
-132,99,2880
-91,46,2735
-162,-37,2656
-294,-48,2557


















-,-,-
-242,-19,2180
-269,19,2137
-262,18,2081
-175,-26,2056
-223,7,2086
-364,0,2193
-242,4,2098
-237,1,2113
-247,9,2133
-287,9,2162
-249,12,2142
-234,-7,2140
-160,10,2099
-238,2,2101
-227,-9,2148
-152,14,2117
23,32,2231
257,57,2331
304,71,2403
161,81,2444
60,124,2473
-7,154,2561
-201,77,2630
-299,202,2763
-464,227,2974
-600,263,2839
-834,308,2906
-1021,397,2811
-1266,328,2748
-1452,410,2444
-1602,383,2277
-1297,429,1652
-1195,524,1293
-1100,419,980
-900,315,566
-658,211,447
-256,179,379
186,138,599
290,130,588
419,170,534
562,121,744
442,96,1177
565,-38,1529
853,-33,1473
1000,-127,1888
658,-201,2506
810,-383,2885
934,-229,3059
357,-120,3274
318,-186,3401
-49,-47,3560
-337,6,3491
-345,-18,3332
-556,-38,3208
-504,-71,2538
-716,-139,2398
-930,-148,2128
-1267,-149,1775
-1646,-55,1846
-1320,12,1792
-1049,18,1705
-878,12,1774
-659,6,1910
-545,39,1989
-423,43,2032
-340,26,2052
-397,26,2148
-372,15,2101
-294,-40,2080
-273,-33,2160
-284,-29,2146
-272,-32,2144
-279,-30,2132
-370,-26,2141
-299,9,2043


















-,-,-
-332,53,2169
-282,50,2090
-355,58,2161
-329,69,2141
-344,81,2148
-302,78,2137
-315,74,2100
-307,67,2118
-306,78,2081
-368,75,2080
-320,67,2098
-326,62,2095
-306,61,2076
-347,71,2124
-331,42,2089
-311,28,2138
-292,60,2061
-230,39,2125
-123,8,2070
307,81,2167
1177,206,2619
1293,218,2582
145,220,3119
-614,282,3398
-1156,131,3384
-1313,312,3139
-1423,175,2512
-1507,282,2233
-1837,307,2451
-1682,291,2064
-1712,309,1834
-1516,221,1320
-1349,217,817
-1325,210,526
-1189,111,518
-814,19,406
-296,-72,451
-109,-66,318
318,-103,751
728,-172,514
1002,-299,1349
1038,-209,2072
1287,-128,2124
1042,-237,2312
569,-298,2538
561,-303,3113
698,-292,3545
686,-217,3376
375,-231,3761
-152,-204,3554
-325,-197,3217
-424,-235,2961
-646,-230,2799
-680,-201,2594
-708,-212,2297
-993,-234,2424
-1107,-165,2260
-1027,-109,2261
-860,-92,1829
-753,-50,1942
-788,5,1760
-684,50,1677
-607,85,1663
-636,99,1676
-601,80,1753
-515,78,1846
-436,112,1879
-414,66,2071
-326,31,2093
-337,64,2179
-306,81,2183
-266,85,2124
-269,89,2135
-286,78,2174
-326,95,2155


















-,-,-
-388,132,2085
-394,144,2097
-405,152,2084
-386,116,2103
-339,144,2104
-344,143,2101
-376,136,2131
-358,136,2118
-376,137,2094
-376,130,2104
-378,164,2093
-405,137,2127
-370,137,2125
-373,159,2062
-362,173,2062
-372,117,2096
-335,134,2068
-265,116,2026
-195,125,2061
152,206,2158
578,304,2421
785,443,2805
396,515,3065
-369,422,3346
-601,398,3257
-979,395,2963
-1063,355,2682
-1221,420,2587
-1401,417,2305
-1737,475,2205
-1775,487,1708
-1623,471,1384
-1360,475,1396
-1411,495,1185
-1352,473,940
-1164,454,708
-950,392,670
-334,322,596
-152,300,535
50,270,558
294,291,679
507,220,776
789,137,780
976,91,1318
1082,47,1623
1195,-47,1897
870,19,2417
802,-12,2549
553,-68,2803
133,-93,2715
145,-107,2799
14,-96,2914
-24,-104,3349
130,-93,3046
-188,-79,3074
-526,-82,3202
-590,-138,2969
-839,-162,2856
-1019,-121,2527
-986,-100,2203
-1145,-123,2056
-1231,-99,1905
-1174,-107,2009
-910,-109,1833
-811,-53,1718
-832,-43,1765
-570,-14,1754
-410,-2,1918
-411,23,1967
-349,7,2060
-284,9,2081
-274,17,2073
-394,30,2161
-383,15,2144
-340,-3,2122


















-,-,-
-374,31,2117
-339,25,2094
-415,43,2120
-420,42,2122
-412,68,2069
-388,75,2098
-365,79,2089
-396,70,2132
-374,95,2104
-397,83,2110
-411,51,2094
-401,69,2081
-390,68,2083
-381,78,2085
-407,72,2110
-383,57,2077
-350,46,2077
-323,75,2069
-265,35,2068
-112,48,2106
222,123,2124
860,92,2348
675,269,2469
-56,201,2904
-402,284,3170
-495,237,3126
-800,181,3049
-1069,237,2887
-1319,241,2540
-1465,283,2523
-1510,270,2250
-1604,257,2243
-1741,331,1861
-1636,393,1683
-1440,461,1360
-1217,497,1340
-1285,486,1057
-1153,486,801
-696,351,723
-188,384,575
118,370,454
393,311,474
429,348,662
558,352,751
621,358,980
594,333,1474
583,318,1708
627,311,1675
155,265,2094
445,235,2611
635,222,2377
385,61,2619
-38,218,3072
162,97,2825
336,115,2813
76,207,2989
-80,159,3000
-154,8,2947
-142,-1,2522
-394,-24,2624
-351,-57,2431
-518,-107,2339
-621,-111,2221
-764,-50,2141
-795,-13,2185
-881,5,2144
-885,-31,2084
-710,-35,2063
-638,-24,1946
-690,-68,2060
-670,-67,1968
-714,-58,2033
-621,-100,2018
-567,-68,2087
-473,-86,2061


















-,-,-
-406,75,2061
-452,76,2043
-410,67,2077
-418,54,2103
-466,55,2136
-441,71,2126
-401,102,2057
-460,121,1964
-432,76,2006
-458,91,2078
-512,155,2071
-539,120,2010
-590,165,2041
-577,127,2037
-530,112,2018
-494,122,2048
-453,113,1999
-526,89,2130
-340,99,1982
-224,19,2065
-96,-18,1970
390,-43,2077
472,-3,2448
137,25,2945
-71,89,2925
-461,180,2894
-849,189,2991
-1067,155,2764
-1210,208,2719
-1563,241,2577
-1683,297,2413
-1694,301,2417
-1866,319,2187
-1820,443,1800
-1682,488,1571
-1491,483,1229
-1526,549,1188
-1249,584,729
-1080,565,655
-952,583,473
-505,497,507
-118,514,543
-166,577,504
-30,444,693
245,574,753
308,500,567
309,465,927
242,500,1136
179,388,1649
432,563,1573
493,434,1855
686,430,2461
449,338,2533
210,345,2681
-14,294,2784
125,374,2758
-241,328,2839
-216,191,2767
-621,126,2930
-773,235,3049
-827,171,2640
-897,72,2750
-863,78,2393
-936,63,2253
-984,33,2075
-1010,7,2058
-1113,-29,2125
-1177,-27,2053
-1154,-10,1853
-1179,-40,1742
-1099,15,1747
-824,21,1715
-721,-54,1812
-720,6,1962
-858,85,2125


















-,-,-
-564,109,2125
-550,97,2058
-554,102,1993
-594,98,2064
-573,113,2044
-491,118,2032
-530,132,1992
-521,124,2106
-604,121,2108
-643,105,2091
-526,71,2006
-444,118,1902
-565,97,2067
