-,-,-
-823,133,2824
-661,91,2222
180,67,2159
172,48,2046
137,74,2073
191,22,2197
183,44,2064
50,21,1919
-103,46,1777
-443,29,1899
-224,-76,2074
-137,-27,2295
-649,-87,2680
-458,-162,3312
-451,-251,3072
90,-299,3159
806,-393,3113
1329,-520,3136
1663,-554,3005
1711,-541,2906
1744,-457,2480
1683,-313,1920
1529,-228,1682
1498,-123,1371
1536,0,932
1207,49,766
1068,27,544
999,60,529
412,23,540
62,162,535
134,234,797
21,278,1149
-366,270,1173
-541,290,1456
-762,221,1704
-786,176,2119
-711,238,2107
-591,112,2340
-1000,103,2682
-784,-14,2761
-634,18,2883
-623,176,2448
308,8,3074
48,-56,3036
-75,9,2535
663,-27,2851
448,-30,2475
695,-156,2590
543,-123,2398
326,-111,2106
405,-117,2205
288,-131,2359
150,-167,2209
72,-117,2173
-34,-85,2045
58,-65,2100
61,-75,2076
-79,-105,2036
37,-100,2225
-65,-102,2121
66,-99,2256
41,-103,2136
45,-74,2354
8,22,2115
204,-150,2096
253,-56,2181
182,-33,2007
214,-68,1894
397,52,2603
-73,-109,1881
27,-57,2158
216,-43,2074
220,-22,2244
354,2,2329
242,14,2094


















-,-,-
727,420,1362
692,335,1461
767,357,1571
494,306,1551
73,253,1276
242,367,1469
86,385,1408
-1123,495,1392
-1548,613,1197
-786,811,1623
-23,841,2229
-94,879,2374
230,956,2833
469,912,2980
-1084,983,2140
796,607,3108
1474,465,3093
1460,502,2498
1934,348,2499
1845,280,2241
1428,278,1854
1153,203,1657
853,252,1582
662,292,1317
669,169,1499
303,227,1388
30,380,1157
66,350,1142
-155,304,1252
-344,248,1276
-139,221,1558
155,114,1784
-518,161,1645
-817,176,1783
-647,9,2161
-1013,62,1900
-653,-76,2410
-825,-315,2659
-835,-200,2553
-408,-354,3097
-995,-364,2596
-240,-225,2694
-116,-309,2937
-688,-263,2446
407,-292,3019
303,-283,2928
130,-277,2417
945,-340,2699
423,-326,2471
366,-252,1978
709,-339,2071
760,-312,1914
880,-342,1911
494,-339,1899
311,-315,1888
291,-306,1979
