-,-,-
578,1967,-709
574,1993,-668
624,2041,-707
583,1956,-652
594,1887,-589
587,1987,-601
532,1866,-677
538,1922,-698
574,2037,-697
551,2003,-627
576,2017,-628
604,2029,-574
621,2216,-507
617,2202,-542
771,2290,-580
903,2729,-641
851,2768,-852
905,2974,-929
887,3051,-631
804,2497,-398
748,2146,-29
688,2020,203
615,1557,134
546,1064,340
516,710,487
492,465,420
555,239,428
747,372,152
666,411,9
642,804,34
813,1308,54
725,1491,116
641,1954,35
569,2065,228
455,2322,107
270,2162,-216
321,2246,-217
127,2718,-278
31,2539,-316
129,2810,-228
78,3041,-280
272,3377,-203
255,3710,-177
242,3434,-83
185,3049,1
60,2933,-79
154,2955,-131
162,2796,-206
184,2657,-137
212,2441,-150
290,2325,-131
248,2184,-116
309,1965,-158
393,1663,-145
407,1360,-191
490,1131,-68
510,1094,-10
496,1040,-115
507,929,-183
590,832,-144
590,777,53
583,1005,201
520,1398,90
464,1453,-10
514,1809,163
360,2184,-117
346,1821,28
331,2256,-60
216,2587,-528
228,2255,-393
176,2388,-673
204,2490,-878


















-,-,-
787,2027,62
807,2085,180
834,2079,50
937,1908,82
995,1917,177
896,1841,118
895,1965,216
910,1940,157
946,1813,38
952,1841,274
899,1908,232
907,1865,234
820,1957,229
816,2062,125
760,1984,146
535,1776,372
224,1341,654
304,661,452
350,287,309
340,759,-23
233,1621,-56
197,2231,-40
25,2781,-325
209,2687,-530
279,2724,-369
332,2830,-549
205,2311,-324
-104,2788,-393
-92,2726,-224
-61,2899,-283
78,3297,-415
123,3835,-575
186,3768,-668
183,3563,-680
207,3336,-704
144,2956,-625
191,2386,-480
250,1969,-386
241,1657,-263
199,1462,-120
297,995,19
356,683,204
346,591,276
388,499,-45
390,201,-148
455,336,-56
514,663,62
489,1158,91
395,1592,-103
395,1698,-132
222,1999,-289
192,2354,-751
242,2213,-687
52,2816,-552
78,2882,-560
115,3080,-908
20,2899,-892
-48,2936,-359
85,3304,-570
19,3492,-785
75,3486,-658
69,3319,-642
51,3218,-787
37,2717,-694
-55,2401,-715
130,2016,-750
240,1682,-537
304,1674,-359
333,1431,-315
491,1230,-260
591,1042,-216
676,1014,-363


















-,-,-
680,1952,137
657,1957,123
646,1987,102
651,2003,155
647,2020,116
667,2001,147
653,2028,133
669,2033,145
671,2032,157
701,2051,127
729,1998,105
684,2057,210
691,1929,290
659,1793,255
722,1635,402
709,1442,419
607,1165,392
429,1506,219
312,1800,24
333,1836,8
284,1683,8
117,1924,53
29,2122,33
50,1854,-17
-118,2093,-61
-282,2691,-259
-271,2660,-304
-361,2854,-474
-399,3156,-369
-312,3312,-416
-287,3267,-273
-254,3090,-225
-270,3052,-186
-267,3193,-46
-228,3041,-118
-168,2728,-30
-116,2465,-35
-82,2191,-34
4,2022,-69
112,1738,-43
151,1502,84
293,1219,98
391,856,62
460,640,39
353,805,-294
295,623,-233
266,901,-194
